Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2024-01-18,3585.95703125,3591.6539404750943,3548.6510808536727,3581.7301691267776,2239110
2024-01-19,3648.3662109375,3667.334143476537,3622.4587908841813,3650.1704325122582,2941975
2024-01-23,3569.903564453125,3639.899768957106,3555.5619574424277,3608.533376885165,2618854
2024-01-24,3554.682861328125,3593.405063199735,3521.188315964987,3590.0279365554666,2657709
2024-01-25,3525.537353515625,3572.448244885673,3496.298888503896,3552.925062591193,2205154
2024-01-29,3516.932373046875,3534.512408586967,3498.288373082006,3516.747365220146,1646747
2024-01-30,3516.51611328125,3560.2348866740044,3503.9787267378097,3522.9003517362453,1411621
2024-01-31,3530.76513671875,3547.4662161180863,3512.7224681704183,3526.3701277133873,2459358
2024-02-01,3566.110107421875,3613.0673074626943,3520.679730209892,3534.512397161187,2363107
2024-02-02,3669.87841796875,3686.625578034216,3582.625887966643,3585.44799124433,2826510
2024-02-05,3676.35546875,3721.415829059659,3665.9925459315737,3685.3304940687767,1691523
2024-02-06,3826.896240234375,3839.757334049395,3691.8075431661405,3698.2843985050285,4474396
2024-02-07,3778.22705078125,3844.4761158429774,3769.4833416173137,3842.625585823318,2124267
2024-02-08,3825.13818359375,3847.2519270638386,3780.679154505362,3784.3339061306156,2345173
2024-02-09,3824.76806640625,3872.0026633870466,3793.586455555742,3827.4047101937194,2100596
2024-02-12,3812.739501953125,3848.7322185445555,3798.7213763754216,3821.3442853665883,1013716
2024-02-13,3839.387451171875,3858.3553853203325,3776.469425703822,3817.1350067037893,1257415
2024-02-14,3793.678955078125,3807.372695778341,3746.860457716769,3800.0631929479614,1391283
2024-02-15,3796.54736328125,3836.425921611901,3777.8568303798697,3819.4937535655404,1091582
2024-02-16,3819.771484375,3837.9533038448403,3793.679281317608,3805.846426237156,1307556
2024-02-19,3797.102783203125,3819.771778430966,3751.9500264855524,3814.9141365964288,772291
2024-02-20,3729.419189453125,3791.7358760164275,3710.3125580346205,3777.024253238986,1193648
2024-02-21,3693.1953125,3759.6756942779607,3683.1100141804095,3713.088510350119,1885939
2024-02-22,3781.650390625,3788.9135847979874,3674.2270417559253,3674.2270417559253,2982052
2024-02-23,3749.26611328125,3821.3441609716992,3743.9919224643445,3821.3441609716992,2538072
2024-02-26,3702.031494140625,3747.3231697416345,3685.0990998243196,3734.369460019071,1379284
2024-02-27,3797.65771484375,3815.792999866402,3700.1348706269982,3700.1348706269982,2960475
2024-02-28,3811.120361328125,3844.3833662089555,3783.408494524996,3789.5153337368693,1939225
2024-02-29,3789.052734375,3828.8391287714094,3760.785843874876,3792.661177462347,3772719
2024-03-01,3788.35888671875,3830.597144097078,3781.3730907093754,3800.2486324635324,2043265
2024-03-04,3775.728759765625,3810.148571852321,3771.287442681426,3798.212743964883,1749271
2024-03-05,3712.255859375,3760.277023325801,3682.554762016902,3758.426493294637,2070859
2024-03-06,3760.5546875,3767.6791830158427,3662.615294214232,3695.5548194727744,1744204
2024-03-07,3801.543701171875,3815.792691183568,3735.942280037316,3761.20205859874,2688905
2024-03-11,3814.2666015625,3842.6258859710188,3783.408920716469,3783.408920716469,2304068
2024-03-12,3878.942138671875,3913.824809369905,3813.063090933948,3814.2662064898195,4039801
